job_skill,frequency
e.g.,5
dokładność i samodzielność,5
Dobra znajomość j. angielskiego,5
ISO 9001,5
Znajomość języka angielskiego na poziomie min. B1.,5
komunikatywność i umiejętność pracy w zespole.,5
across back-end such as Java,5
komunikatywności,5
wykształcenie wyższe kierunkowe (finanse,5
MS Project),5
Saltstack,5
doskonałe umiejętności komunikacyjne,5
Wysoko rozwinięte umiejętności analitycznego myślenia,5
dokładność i dobra organizacja pracy.,5
UIKit,5
umiejętność współpracy w zespole,5
Python.,5
Samodzielność i odpowiedzialność za powierzone zadania,5
Umiejętności negocjacyjne,5
VSM,5
Praktyczna znajomość przepisów prawa pracy,5
Bardzo dobra znajomość prawa pracy,5
Google BigQuery,5
MS Teams,5
Master's degree in Statistics,5
technologia żywności,5
Wykształcenie wyższe (preferowane kierunki: zarządzanie,5
Wysoko rozwinięte umiejętności interpersonalne i komunikacyjne,5
dobra znajomość MS Office,5
zarządzanie zasobami ludzkimi),5
Good command of English,5
both spoken and written.,5
SOLID,5
14001,5
presentation,5
umiejętności pracy w zespole,5
otwartość na stały rozwój i gotowość uczenia się.,5
kreatywności,5
Springboot,5
bardzo dobre umiejętności komunikacyjne,5
bezpieczeństwa,5
Good knowledge of English,5
takich jak Google Analytics,5
data warehouses,5
Bankowość,5
ekonomia).,5
UDP,5
8D),5
Dobra znajomość języka angielskiego (wymóg konieczny),5
w szczególności Excela,5
Wysokie zdolności komunikacyjne,5
REST),5
Dobra znajomość pakietu biurowego MS Office,5
stanowczość,5
nastawienie na zadania,5
AQAP,5
Strong leadership,5
Generative AI,5
strong analytical and problem-solving skills,5
implementation,5
komunikatywność i umiejętność pracy zespołowej,5
Doświadczenie audytora lub pełnomocnika systemu zarządzania,5
Znajomość języka angielskiego na poziomie B1/B2,5
znajomość języka angielskiego.,5
Adobe Analytics,5
Znajomość języka angielskiego na poziomie umożliwiającym swobodną komunikację.,5
team player,5
UNIX,5
Znajomość JavaScript,5
Samodzielność i proaktywność,5
Excellent written and verbal communication skills in English.,5
systematyczność i dokładność,5
Znajomość Enterprise Architect,5
Solution & Results Orientated,5
Doświadczenie w programowaniu w języku Python,5
Athena,5
SAP BW/4HANA,5
motywowanie,5
Matplotlib,5
Znajomość procesów produkcyjnych,5
Collaboration & Teamwork,5
Social Awareness,5
Znajomość języka angielskiego w mowie i piśmie – poziom B1,5
Broad knowledge of current national and international political,5
Umiejętność szybkiego uczenia się i poznawania nowych technologii teleinformatycznych,5
VBA.,5
Bachelor's degree,5
Cloud Functions,5
nauk ścisłych,5
Silne umiejętności analityczne i rozwiązywania problemów,5
MQ,5
Reporting Services,5
protocols,5
dobra znajomość języka angielskiego w mowie i piśmie,5
wyciągania wniosków,5
w tym Excel,5
Powershell,5
znajomość języka angielskiego na poziomie średniozaawansowanym,5
YouTube,5
Bardzo dobra znajomość języka angielskiego w mowie i piśmie.,5
dobra organizacja czasu pracy,5
CSS or equivalent.,5
Degree in Computer Science,5
Znajomość pakietu Microsoft Office,5
Redis),5
Strong interpersonal,5
budowa maszyn,5
dobra organizacja,5
MySQL).,5
Pulumi,5
Dobra znajomość rysunku technicznego,5
Hands-on,5
Dobra organizacja pracy.,5
rozwiązywania problemów,5
OpenAI,5
Anthropic,5
Samodzielności,5
produkcji,5
SQL.,5
Postgres Enterprise Manager,5
New Relic,5
WLAN,5
SAP ECC,5
Gotowość do wyjazdów służbowych,5
Znajomość języka angielskiego w mowie i piśmie,5
Znajomość rysunku technicznego.,5
projektowania,5
Willingness to learn,5
wysoko rozwinięte umiejętności analityczne,5
bardzo dobra organizacja pracy własnej,5
doświadczenie zawodowe na podobnym stanowisku,5
Szybka dostępność,5
energetyka,5
wysokie umiejętności komunikacyjne,5
detail-oriented,5
Excellent communication and presentation skills,5
umiejętność planowania i organizacji pracy własnej,5
and design patterns,5
ASP.NET Core,5
Elastyczność,5
Communications,5
Bardzo dobra znajomość języka angielskiego (min. B2),5
Umiejętność współpracy,5
zwłaszcza Excel,5
KISS,5
zdolności przywódcze,5
zaangażowanie w wykonywaną pracę,5
Senuto,5
Screaming Frog,5
Magento,5
dobra znajomość rysunku technicznego,5
Znajomość Jira na poziomie zaawansowanym (tworzenie przepływów,5
skrupulatność i dokładność,5
rachunkowość lub pokrewne),5
CDS Views,5
mile widziane doświadczenie na podobnym stanowisku,5
zdolności komunikacyjne,5
Apache Flink,5
Can-do attitude,5
ETL processes,5
Znajomość Jira,5
Jira).,5
NestJS,5
data modeling,5
Dobra znajomość SQL,5
accessibility,5
Inicjatywa w działaniu,5
chętnie przejmujesz inicjatywę i nie boisz się wyzwań,5
Strong organizational,5
CP,5
Excellent problem-solving,5
forecasting,5
dociekliwość.,5
Industrial Engineering,5
finanse i rachunkowość,5
IntelliJ,5
Bachelor’s degree in computer science,5
Wysoko rozwinięte zdolności interpersonalne,5
bardzo dobra znajomość obsługi komputera,5
BitBucket,5
farmacja,5
or hardware architecture.,5
Minimum 5 lat doświadczenia na podobnym stanowisku,5
An ability to speak French fluently,5
5 Why,5
A university degree,5
Proficiency in other European languages.,5
confirmed by participation in a project with a specified budget of at least PLN 2 million gross,5
Sketch,5
consulting,5
PESEL,5
analityka),5
czynne prawo jazdy kat. B.,5
lubisz pracować w zespole,5
Dobra znajomość programów MS Office (Word,5
PRM,5
inicjatywa i samodzielność w działaniu,5
Podstawowa znajomość języka angielskiego,5
wysoko rozwinięte zdolności komunikacyjne,5
Proficient in English,5
inżynieria),5
poczucie estetyki,5
interpersonal,5
…),5
samodyscyplina,5
Prawo jazdy,5
Google Analytics 4,5
negotiation,5
Znajomość języka angielskiego na poziomie minimum B1,5
Data Management,5
biegła znajomość pakietu MS Office,5
Proactive attitude,5
or related fields.,5
EDI,5
Bardzo dobra znajomość pakietu Microsoft Office,5
SOA,5
Proactivity,5
Aktualne orzeczenie do celów sanitarno-epidemiologicznych lub gotowość do przystąpienia do badań,5
relacyjnych baz danych,4
Doskonałe umiejętności organizacyjne,4
samodzielność i bardzo dobra organizacja pracy,4
posiadasz wykształcenie wyższe (preferowane kierunki: ekonomia,4
data quality,4
Wyższe wykształcenie techniczne,4
RestAssured,4
SLA,4
Jesteś osobą komunikatywną,4
Web API,4
w kontakcie z innymi stawiasz na autentyczność i chcesz mieć możliwość zrealizować swoje pasje,4
Proaktywność i samodzielność w działaniu,4
Trading,4
Wykształcenie wyższe (preferowane kierunki: zarządzanie zasobami ludzkimi,4
Doświadczenie w prowadzeniu projektów,4
produkcja,4
Google Cloud).,4
Streamlit,4
Znajomość języka angielskiego na poziomie co najmniej B2,4
Dobra organizacja pracy własnej i zespołu,4
Znajomość zagadnień związanych z procesami ETL,4
Experience with React,4
masz wykształcenie wyższe,4
bankowość lub pokrewne,4
organizowanie,4
or similar,4
sumienność i odpowiedzialność,4
czynne prawo jazdy kat B,4
ASP.NET MVC,4
both written and verbal.,4
development,4
GenAI,4
or similar fields.,4
Bardzo dobre umiejętności analityczne,4
testowanie,4
or related fields,4
information retrieval,4
B.S. degree (or foreign education equivalent) in Computer Science,4
DORA,4
xUnit,4
KVM),4
Nastawienie na realizację celów,4
SSH,4
UI,4
Specta,4
Expecta,4
OCMock,4
build,4
Bardzo dobre umiejętności komunikacyjne i interpersonalne,4
preferowane: ekonomia,4
Strong communication skills.,4
Redux).,4
Plotly,4
Professional approach to work,4
Good communication,4
microservices,4
KYC,4
Doskonałe umiejętności organizacyjne i komunikacyjne,4
EC2,4
M,4
różnorodność i otwartość na drugiego człowieka,4
troska o planetę oraz robienie rzeczy z myślą ludziach to ważne dla Ciebie tematy,4
databases,4
Open personality and effective written and oral communication skills in English.,4
Canva),4
MapReduce,4
SOAP UI,4
dobra znajomość języka angielskiego.,4
Excellent communication skills.,4
Tempo,4
Umiejętność adaptacji w metodykach Scrum/Agile,4
SNOW,4
zaangażowanie i odpowiedzialność,4
znajomość VBA,4
research,4
Znajomość języka Python,4
konfiguracja,4
LangGraph,4
tabele przestawne),4
Web Services,4
Oracle DB,4
Bachelor's Degree,4
RESTful API,4
Google Ads),4
Dokładność i skrupulatność,4
NodeJS,4
Samodzielność oraz bardzo dobra organizacja pracy,4
Proficiency in English allowing for fluent communication both verbal and written,4
marketing automation,4
BDD,4
zarządzanie jakością),4
Claude,4
Wykształcenie wyższe techniczne (preferowane kierunki: inżynieria produkcji,4
Presto,4
itd.),4
Wykształcenie wyższe – preferowane kierunki: informatyka,4
Istio,4
Znajomość C#,4
QlikSense,4
Strong problem-solving skills and ability to work in cross-functional teams.,4
bachelors or Master's degree in Finance or Accounting,4
analyze,4
WooCommerce,4
coordination,4
Doświadczenie w zarządzaniu zespołem produkcyjnym,4
Change Control,4
PostgreSQL).,4
Data Studio,4
komunikatywność oraz umiejętność pracy w zespole,4
Doświadczenie w pracy z systemami ERP.,4
Jira.,4
umiejętność pracy w zespole i pod presją czasu,4
GDPR,4
prawnych zabezpieczeń,4
Facebook Ads).,4
Komunikacja w języku polskim na poziomie bardzo dobrym,4
Umiejętność pracy w zespole i pod presją czasu,4
Znajomość Ansible,4
Qualifications and Accreditations: (i) Master’s degree (e.g.,4
dobra znajomość obsługi komputera,4
Rozwinięte umiejętności komunikacyjne,4
Umiejętności analitycznego myślenia,4
5+ years,4
kreatywność.,4
Certyfikat ISTQB,4
LDAP,4
ClickHouse,4
DDD,4
Performance testing,4
skuteczność w działaniu,4
wykształcenie średnie,4
cross-functional teams,4
NPM,4
internships,4
TestFlo,4
samodzielność w realizacji zadań,4
świetna organizacja pracy,4
Excellent analytical and problem-solving skills,4
modelowania finansowego,4
Excellent written and verbal communication skills.,4
integracyjne,4
MBA) in related field or commensurate practical experience,4
Umiejętność myślenia analitycznego,4
w którym konsultant pracował w sposób ciągły przez min 6 miesięcy w ciągu ostatnich 24 miesięcy,4
umiejętność łączenia faktów,4
Mocha,4
Ruby on Rails,4
Microsoft Exchange,4
AR,4
Umiejętność samodzielnej organizacji pracy,4
Kubernetes.,4
Znajomość obsługi komputera,4
Znajomość języka angielskiego lub niemieckiego,4
Zdolności komunikacyjne,4
Otwartość i komunikatywność,4
proposing solutions when escalating.,4
sumienność i dobra organizacja pracy,4
Znajomość obsługi pakietu MS Office,4
Proficiency in Python for data processing and scripting.,4
Komunikatywność oraz umiejętność pracy w zespole.,4
matematyka),4
inżynieria produkcji lub pokrewne),4
dokładność i terminowość,4
Business Informatics,4
etc,4
Excellent English communication skills (spoken and written).,4
CIMA,4
CI,4
jesteś zorientowany na szczegóły i dotrzymujesz terminów,4
zarządzania projektami,4
Contract testing),4
Chai,4
ECS,4
communicativeness,4
API Gateway,4
ROI,4
znajomość Power BI,4
DataDog,4
Umiejętności interpersonalne i komunikacyjne,4
or cross-business projects.,4
Degree in Economics,4
mile widziana znajomość Power BI,4
funkcje,4
Znajomość języka angielskiego na poziomie B2.,4
Excellent written and verbal communication skills,4
Umiejętność efektywnego zarządzania zespołem,4
wysokie zdolności organizacyjne,4
Jenkins.,4
informatyka),4
jak i zespołowej,4
Znajomość Excela,4
Self-driven,4
Znajomość języka angielskiego będzie dodatkowym atutem,4
OTC),4
Umiejętność zarządzania zespołem pracowników,4
Experience in designing,4
including Excel,4
training,4
informatyki,4
mikroserwisy,4
Znajomość VBA,4
ELK Stack,4
znajomość języka angielskiego na poziomie B1,4
Zeppelin,4
Technology,4
komunikatywność i samodzielność,4
Gherkin,4
data mining,4
Doświadczenie w pracy w firmie produkcyjnej,4
14-22,4
Znajomość pakietu MS Office (Excel,4
suwmiarka,4
Open-minded with fast learning capabilities,4
ArchiMate,4
Bachelor’s degree in Finance,4
Experience with version control systems like Git.,4
Ability to build relationships with colleagues,4
Previous experience in the insurance sector and/or SSC and/or customer service area,4
Dagger,4
Otwartość na nowe technologie,4
Photoshop),4
Master’s degree preferred.,4
Umiejętności analityczne.,4
Umiejętność działania pod presją czasu,4
Cechuje Cię samodzielność,4
preferowane kierunki: prawo,4
Odpowiedzialność za powierzone zadania,4
SEO).,4
or similar),4
Bardzo dobra znajomość Excela,4
Matlab,4
Samodzielność w podejmowaniu decyzji,4
Azure Service Bus,4
ekonometrii,4
and collaboration skills,4
reporting,4
Znajomość HTML,4
Blazor,4
NIST,4
bardzo dobra znajomość Excela,4
posiadasz wykształcenie wyższe,4
ekonometria lub pokrewne,4
znajomość programu Excel,4
JMetter,4
Fluent spoken and written English,4
Protraktor,4
Bardzo dobra znajomość MS Office (Excel,4
cechuje Cię samodzielność,4
proactive attitude,4
Git),4
English,4
Experience with SQL,4
Yarn,4
TMS,4
Gotowość do pracy w systemie dwuzmianowym,4
brygadzista,4
with a ‘can do’ proactive approach.,4
SDLC,4
biologia,4
Wykształcenie wyższe z zakresu marketingu,4
management,4
Doświadczenie w programowaniu w języku SQL,4
Znajomość języka angielskiego na poziomie zaawansowanym.,4
Bardzo dobra,4
Nastawienie na ciągły rozwój oraz umiejętność czerpania z różnych perspektyw,4
preferowane kierunki ekonomiczne,4
physics,4
ETL/ELT,4
metadata,4
Wysoka kultura osobista i komunikatywność,4
IIS,4
reliable,4
bardzo dobra organizacja pracy własnej.,4
Fabric,4
After Effects,4
TailwindCSS,4
szczególnie Excel,4
Fluent in English (written and spoken),4
Energia,4
problem solving,4
ability to present strategic information briefly and clearly to wide and varied audiences. Influencing skills and ability to build positive working relationships with colleagues and stakeholders. Strong facilitation and public speaking skills.,4
pokrewne).,4
wykształcenie wyższe (ekonomia,4
or a related quantitative field.,4
ability to apply best practices. Excellent understanding of Change Framework and best practice techniques.,4
Gotowość do pracy stacjonarnej - Warszawa.,4
WebPack,4
CloudFormation).,4
umiejętność czytania rysunków technicznych,4
farmacji,4
szukasz pracodawcy,4
Draw.io,4
good work organization.,4
ChatGPT,4
Excellent communication and teamwork skills.,4
Quantitative Finance,4
Znajomość narzędzi JIRA,4
analiz,4
Wysoki poziom umiejętności interpersonalnych,4
Data Governance,4
Ability to work in a fast-paced,4
Languages: Excellent command of English (written and spoken),4
XDR,4
SIEM,4
odpowiedzialność i samodzielność,4
Proficiency in SQL,4
continuous integration,4
Keycloak,4
An ability to speak English fluently,4
Kogoś,4
BPMN.,4
w tym w zakresie zdawania prac i dokumentacji,4
AML certification,4
inżynieria chemiczna,4
Znajomość BPMN,4
PrestaShop,4
Good knowledge of MS Office,4
Json,4
Angular.js,4
Flexibility,4
Artificial Intelligence,4
planowania,4
Operations Research,4
Experience with cloud platforms (AWS,4
statistics and linear algebra.,4
Excel).,4
towaroznawstwo,4
Alteryx,4
stabilność,4
Ability to work independently and take ownership of project deliverables.,4
Umiejętność efektywnej komunikacji,4
plany kontroli,4
Nest.js,4
Podstawowa znajomość SQL,4
preferowane kierunki techniczne,4
Spark Streaming,4
Doświadczenie zawodowe na stanowisku Scrum Master,4
AutoCad,4
znajomość prawa pracy,4
Data Mesh,4
Jesteś osobą odpowiedzialną,4
team working skills,4
prawnicze,4
realizacji oraz monitorowania i rozliczania celów,4
Infrastructure,4
Entuzjazm,4
samodzielną,4
Jaeger,4
Skills: High quality verbal and written communication skills,4
NextJS,4
który gwarantuje poczucie bezpieczeństwa,4
Web services,4
Bardzo dobra znajomość Excel,4
BOPF,4
samodzielność i kreatywność,4
samodzielną i konsekwentną w działaniu,4
Doświadczenie w pracy z zespołami rozproszonymi pracującymi w metodyce zwinnej,4
Dobre umiejętności komunikacyjne i organizacyjne.,4
Mile widziane doświadczenie na podobnym stanowisku,4
Znajomość Git,4
biologii,4
Fluent English skills,4
BHP,4
Office 365,4
prawo jazdy kat.B,4
umiejętność logicznego i analitycznego myślenia,4
Reliable,4
ROAS,4
LinkedIn),4
NAS,4
