job_title,company,matched_job_skills,total_job_skills,match_ratio
Senior Mulesoft Developer,VML Enterprise Solutions Sp. z o.o.,6,31,0.1935483870967742
Platform ServiceNow Project Lead,CBRE Business Services Organisation Sp. z o.o.,12,17,0.7058823529411765
Ekspert w Biurze Przeciwdziałania Praniu Pieniędzy,Deutsche Bank Polska S.A.,9,17,0.5294117647058824
Senior Backend Python Developer,SZKOŁA W CHMURZE SP. Z O.O.,1,8,0.125
Expert Product Designer (f/m),Grupa Pracuj,21,30,0.7
Dyrektor HR,INFOR PL S.A.,10,13,0.7692307692307693
Specjalista ds. HR,All Windows Group Sp. z o.o,5,11,0.45454545454545453
Ekspert ds. Optymalizacji Ryzyka Kredytowego (Korporacje),Bank Millennium S.A.,6,10,0.6
Automation Tester (Snowflake),ITDS Polska Sp. z o.o.,6,9,0.6666666666666666
HR Specialist - Training & Development,Avio Aero - GE Aerospace Business,6,12,0.5
Business Process Expert - Materials,Danish Crown GBS Sp. z o.o. .,7,9,0.7777777777777778
Business Process Expert - Vendor,Danish Crown GBS Sp. z o.o. .,7,9,0.7777777777777778
Junior RPA Developer,Danish Crown GBS Sp. z o.o. .,14,37,0.3783783783783784
Junior Business Development Manager / Junior Sales Manager,NATEK POLAND,6,11,0.5454545454545454
Senior React Native Engineer,ZOOLA TECH POLAND sp. z o.o.,13,26,0.5
Android Engineer,ZOOLA TECH POLAND sp. z o.o.,6,18,0.3333333333333333
Manager Obszaru Produkcyjnego,Tarczyński S.A.,4,12,0.3333333333333333
Koordynator Technologii Wytwarzania,ZPUE S.A.,14,23,0.6086956521739131
Google Cloud Data Architect,PwC,26,41,0.6341463414634146
Analityk Systemowy,NATEK POLAND,12,22,0.5454545454545454
Ekspertka / Ekspert ds. struktury bilansu i cen transferowych,PKO Bank Polski SA,15,26,0.5769230769230769
Dyrektor Zarządzający,Vosti sp. z o.o,11,13,0.8461538461538461
Product Manager,BTI GUMKOWSKI SP Z O. O. SPÓŁKA KOMANDYTOWA,8,11,0.7272727272727273
Kontroler Finasowy,PHOENIX CONTACT WIELKOPOLSKA Sp. z o.o.,8,12,0.6666666666666666
Koordynator Laboratorium,QEMETICA Soda Polska S.A.,3,8,0.375
Data Engineer,KUBO,21,29,0.7241379310344828
Process Safety Engineer,ADM Szamotuły Sp. z o. o.,9,16,0.5625
Kierownik Działu Technologicznego,Klient Pracuj.pl,18,24,0.75
Kierownik Produkcji,Lasland Sp. z o.o.,7,9,0.7777777777777778
Zastępca Dyrektora zakładu produkcyjnego (branża ogrodnicza),Lasland Sp. z o.o.,8,12,0.6666666666666666
IT Project Manager / PM,Selleo Labs sp. z o.o.,10,19,0.5263157894736842
HR Business Partner,AM OKNA sp. z o.o.,8,11,0.7272727272727273
PrestaShop Fullstack Developer,Waynet Sp. z o.o.,9,31,0.2903225806451613
SCM IT Consultant / Senior Consultant,HyLogic sp. z o.o. sp.k.,24,47,0.5106382978723404
Audytor jakości produktu,Nemera Szczecin Sp. z o.o.,9,10,0.9
Starszy Analityk w dziale Projektów UE,STRATEGOR Sp. z o.o,31,60,0.5166666666666667
Konsultant/ka No-Code,KRUK S.A.,3,14,0.21428571428571427
Stażysta / Stażystka w Dziale HR – Płatny Staż,Flextronics International Poland Sp. z o.o.,6,8,0.75
Specjalista/Specjalistka ds. Marketingu i Wizualizacji,Orange Polska,11,20,0.55
Kierownik Działu produkcyjnego,Exide Technologies S.A,12,15,0.8
Specjalista ds. koordynacji produkcji – poligrafia,JAVRO 2 sp. z o.o.,9,11,0.8181818181818182
Programistka / Programista Guidewire,UNIQA,13,29,0.4482758620689655
Specjalista ds. administracji i rekrutacji,RELOBUS Transport Polska Sp.z.o.o.,6,12,0.5
Junior Reinsurance Broker,Guy Carpenter,7,12,0.5833333333333334
Specjalista ds. Raportowania Finansowego (GPW),Trakcja S.A.,5,11,0.45454545454545453
Specjalistka/Specjalista ds. kadr,Grant Thornton,6,9,0.6666666666666666
Finance Assistant,Sterling Outsourcing Sp. z o.o.,7,9,0.7777777777777778
Operator linii wypiekowej,STATIVO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,0,1,0.0
Head of Department of Antarctic Biology (DAB),Instytut Biochemii i Biofizyki Polskiej Akademii Nauk,0,0,0.0
Senior React Native Developer - Freelancer,Monterail Sp. z o.o.,4,20,0.2
Senior React & Ruby on Rails Developer - Freelancer,Monterail Sp. z o.o.,3,18,0.16666666666666666
AI Software Developer,PLAY (P4 Sp. z o.o.),11,29,0.3793103448275862
BI Developer,Answear.com,11,17,0.6470588235294118
Koordynator Zespołu Społeczności,SZKOŁA W CHMURZE SP. Z O.O.,7,18,0.3888888888888889
M&S Reporting Team Lead,JTI GBS POLAND Sp. z o.o.,6,10,0.6
M&S Reporting Specialist,JTI GBS POLAND Sp. z o.o.,8,15,0.5333333333333333
PtP Team Leader with English,KELLER FINANCIAL SERVICES sp. z o.o.,11,18,0.6111111111111112
Kierownik / Kierowniczka Planowania i Przygotowania Produkcji,FlexLink Systems Polska Sp. z o.o.,10,14,0.7142857142857143
Inżynier Jakości Dostaw (komponenty elektroniczne i mechatroniczne),MIELE TECHNIKA SP Z O O,17,27,0.6296296296296297
Specjalista / Specjalistka ds. Social Mediów,Vorwerk Polska Sp. z o.o. Sp. K.,12,21,0.5714285714285714
AWS Cloud Engineer,HSBC Service Delivery (Polska) Sp. z o.o.,4,11,0.36363636363636365
Kierownik / Kierowniczka ds. Retail Media,CASTORAMA POLSKA,7,14,0.5
Brygadzista,GURECO sp. z o.o.,6,8,0.75
Specjalista ds. wdrożeń i wsparcia w branży IT,SAGES sp. z o.o.,22,28,0.7857142857142857
Staż w dziale Technologii Produkcji,Tarczyński S.A.,4,14,0.2857142857142857
AML Senior Operations Specialist with French | Financial Crime Unit,PwC,6,9,0.6666666666666666
Rzeczoznawca komunikacyjny,INOTIS Centrum Likwidacji Szkód Sp. z o.o.,1,2,0.5
Analityk Biznesowo-Systemowy - Projektant (obszar ubezpieczeń społecznych),Asseco Poland S.A.,18,23,0.782608695652174
Młodszy/a Konsultant/ka ds. Rekrutacji i Obsługi Klienta,ManpowerGroup,5,9,0.5555555555555556
Brygadzista,JB STAL SERWIS sp. z o.o.,8,10,0.8
Dyrektor ds. Efektywności IT,Bank Gospodarstwa Krajowego,6,8,0.75
Specjalista / Specjalistka ds. HR,Rekrutacja 360 - Pracuj.pl,6,16,0.375
Analityk ds. Testów,Smartney Grupa Oney S.A.,18,28,0.6428571428571429
Asystentka/Asystent ds. kadr i płac,Grant Thornton,6,10,0.6
Multilingual Recruiter,Concentrix CVG International Sp. z o.o.,7,16,0.4375
Menadżer ds. Mediów Społecznościowych,Rekrutacja 360 - Pracuj.pl,7,10,0.7
Brygadzista produkcji,Arche Consulting Sp z o.o.,4,6,0.6666666666666666
Specjalistka / Specjalista ds. Monitoringu Transakcji i Sankcji (zastępstwo),BNP Paribas Polska S.A.,3,6,0.5
HR Shared Services Senior Analyst,Dell Technologies,0,0,0.0
ESG and Public Affairs Manager,Benefit Systems S.A.,24,38,0.631578947368421
Starsza Specjalistka / Starszy Specjalista ds. Wsparcia Klientów Strategicznych,BNP Paribas Polska S.A.,8,10,0.8
Starsza Menedżerka / Starszy Menedżer ds. Finansowania Strukturyzowanego,BNP Paribas Polska S.A.,16,24,0.6666666666666666
Pracownik biurowy ds. wsparcia sprzedaży,DROG-ZNAK sp. z o.o.,5,7,0.7142857142857143
Senior Tester Automatyzujący,Be in IT,4,27,0.14814814814814814
Staż w Biurze Kontroli Ryzyka Kredytowego,Citi Handlowy,4,5,0.8
Full Stack AI Engineer,HSBC Service Delivery (Polska) Sp. z o.o.,7,19,0.3684210526315789
Dyrektor zarządzający - Członek zarządu,NIDA Sp. z o.o.,10,10,1.0
Lead Front-end Developer,COGNIZANT,6,27,0.2222222222222222
Senior Java Developer,COGNIZANT,14,31,0.45161290322580644
Senior Software Engineer - Lead,COGNIZANT,5,11,0.45454545454545453
Python Developer,PROFIL SOFTWARE sp. z o.o.,18,43,0.4186046511627907
Machine Learning Engineer in Samsung Ads Project,Samsung R&D Institute Poland,20,53,0.37735849056603776
Inżynier ds. EOL & akustyki,Brose Sitech,6,9,0.6666666666666666
Engineering Leader for Reporting Services,Samsung R&D Institute Poland,24,39,0.6153846153846154
Risk Management Developer,XTB S.A.,8,14,0.5714285714285714
Project Manager,ASCOMP S.A.,6,10,0.6
Senior Software Engineer,HSBC Service Delivery (Polska) Sp. z o.o.,3,16,0.1875
Konsultant SAP FICO,Cyclad,6,16,0.375
IT Manager (Kierownik IT),AB Systems sp. z o.o.,17,30,0.5666666666666667
Senior Solution Architect Logistics,BARRY CALLEBAUT SSC EUROPE SP Z O O,17,24,0.7083333333333334
Senior Business Analyst Sourcing,BARRY CALLEBAUT SSC EUROPE SP Z O O,18,27,0.6666666666666666
Expert Business Analyst,BARRY CALLEBAUT SSC EUROPE SP Z O O,23,35,0.6571428571428571
"Python, Financial Engineering - Internship",HSBC Service Delivery (Polska) Sp. z o.o.,5,8,0.625
Senior Capabilities & Insights Analyst - Global Trade & Customs,McKinsey Knowledge Center Poland Sp. z o.o.,4,22,0.18181818181818182
Software Engineering Manager (Collateral IT) (Investment Banking Tech),HSBC Service Delivery (Polska) Sp. z o.o.,7,10,0.7
Model Developer – Treasury Risk,HSBC Service Delivery (Polska) Sp. z o.o.,10,26,0.38461538461538464
Senior Web Developer - Vue.js,Benefit Systems S.A.,8,32,0.25
Mistrz produkcji,MOSTOSTAL CHOJNICE SP. Z O.O.,8,10,0.8
Konsultant Asysty technicznej (branża logistyczna),DataConsult S.A.,10,12,0.8333333333333334
Analityk e-commerce,Media Markt,4,6,0.6666666666666666
Koordynator aplikacji mobilnej,E.ON Polska S.A.,11,25,0.44
Software Engineer,HSBC Service Delivery (Polska) Sp. z o.o.,6,15,0.4
Traded Risk Quant – Lead VP – GDM,HSBC Service Delivery (Polska) Sp. z o.o.,5,12,0.4166666666666667
Traded Risk Quant - Senior AVP - Model Governance,HSBC Service Delivery (Polska) Sp. z o.o.,14,22,0.6363636363636364
Kierownik ds. Rozwoju Rynku,ManpowerGroup,7,10,0.7
Account Manager,Cityboard Media Sp. z o.o.,0,0,0.0
Analityk systemowy – obszar bankowości,Sii Sp. z o.o.,8,13,0.6153846153846154
Księgowy inFakt - Uproszczona Księgowość (B2B),Infakt sp. z o.o.,1,9,0.1111111111111111
Brygadzista / Team leader produkcji,Mid Ocean Logistics Poland sp. z o.o.,2,5,0.4
Programista .NET - płatny staż,NET PC sp. z o.o.,9,20,0.45
Analityk Systemów IT,NET PC sp. z o.o.,10,16,0.625
Koordynator ds. Rozwoju Systemów Testowych (k/m/n),Diehl Controls Polska,10,14,0.7142857142857143
Kontroler jakości,Persan Polska S.A.,6,7,0.8571428571428571
Talent Acquisition Expert with French / Portuguese / Spanish,Beiersdorf Shared Services Poland,4,12,0.3333333333333333
Senior Lead - Product Management M/F,KK Wind Solutions Polska Sp. z o.o.,7,13,0.5384615384615384
Dyrektor Działu ds. akcji tematycznych,KAUFLAND,8,10,0.8
Kierownik Tapicerni,Meble VOX,6,8,0.75
Procurement Business Consultant Procure To Pay (P2P),Dürr Group Services sp. z o.o.,8,15,0.5333333333333333
Data Engineer,Mindbox S.A.,16,25,0.64
Trade Marketing Manager,Decora S.A.,4,9,0.4444444444444444
Stażysta w Dziale Jakości,ARYZTA Polska,8,13,0.6153846153846154
Finance Analyst,eService Sp. z o.o.,9,11,0.8181818181818182
Projektant BPMN / Programista JAVA,QUERCUS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,7,19,0.3684210526315789
Doradca Klienta Korporacyjnego (Corporate Client Advisor),Aion Bank (UniCredit Group),5,8,0.625
InfoSec and Data Risk Analyst,IG Group,8,16,0.5
DevOps Engineer,SoftNet Sp. z o.o.,7,18,0.3888888888888889
Senior Demand Planning Manager,Empik S.A.,9,12,0.75
Specjalista ds. Kampanii Google Ads i Meta,RESI CAPITAL SPÓŁKA AKCYJNA,4,11,0.36363636363636365
Techniczny Analityk Biznesowy,Acturis Poland Sp. z o.o.,7,11,0.6363636363636364
Inżynier procesu,Persan Polska S.A.,11,12,0.9166666666666666
Mistrz produkcji,MG STEEL ELECTRO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,1,4,0.25
Specjalista / Specjalistka ds. Procesu,PwC Service Delivery Center,3,6,0.5
Assistant Vice President - Data Analytics,HSBC Service Delivery (Polska) Sp. z o.o.,21,32,0.65625
IT Financial Management (Apptio) Technical Support Specialist,HSBC Service Delivery (Polska) Sp. z o.o.,18,25,0.72
Lead Kafka Engineer,HSBC Service Delivery (Polska) Sp. z o.o.,16,29,0.5517241379310345
Senior Kafka Engineer,HSBC Service Delivery (Polska) Sp. z o.o.,8,24,0.3333333333333333
Traded Risk Quant - Senior AVP - GDM,HSBC Service Delivery (Polska) Sp. z o.o.,5,10,0.5
Analityk - Starszy Specjalista / Starsza Specjalistka ds. Kontrolingu Personalnego,Gas Storage Poland spółka z ograniczoną odpowiedzialnością,16,27,0.5925925925925926
Lider Obszaru (Brygadzista),SMP Poland Sp. z o.o.,7,8,0.875
.NET Developer,Platige Image S.A.,15,30,0.5
Journal Outreach Manager – Medicine and Life Sciences,De Gruyter Brill Sp z o.o.,6,11,0.5454545454545454
Starszy Specjalista ds. Analiz Kredytowych w Regionie Małopolskim,Bank Gospodarstwa Krajowego,11,20,0.55
Operation Lead,SQUARE ONE RESOURCES sp. z o.o.,16,17,0.9411764705882353
"Database Engineer, VP",STATE STREET BANK INTERNATIONAL GMBH,18,38,0.47368421052631576
Product Development Analyst,Brown Brothers Harriman,10,18,0.5555555555555556
Anaplan Senior Consultant,PwC,7,15,0.4666666666666667
Senior Data Engineer,ZOOLA TECH POLAND sp. z o.o.,10,38,0.2631578947368421
Specjalista ds. kontrolingu operacyjnego W LUX MED Onkologia,LUX MED Sp. z o.o.,6,10,0.6
T Hub - Solution Architect,T-Mobile,28,54,0.5185185185185185
IT Analyst (IT Chapter Systemy Płatności),BNP Paribas Polska S.A.,22,35,0.6285714285714286
"Senior Manager, Product Security",Warner Bros. Discovery,10,27,0.37037037037037035
Junior Product Manager (Value Added Services),Samsung Electronics Polska,9,17,0.5294117647058824
Koordynator produkcji,ATUS GROUP Sp. z o.o. Sp. k.,6,11,0.5454545454545454
Big Data Engineer,speedapp,20,44,0.45454545454545453
Junior Specialist with German,EY Global Delivery Services,7,12,0.5833333333333334
Księgowy inFakt - Pełna Księgowość (B2B),Infakt sp. z o.o.,2,8,0.25
"Project / Program Manager, Fixed Price Expert",Xebia sp. z o.o.,9,15,0.6
Doradca Klienta Korporacyjnego (Segment Small),ALIOR BANK,9,13,0.6923076923076923
Specjalista / Specjalistka ds. Doradztwa Prawnego,PROVIDENT Polska,2,10,0.2
Deep Learning Engineer Python,Connectis_,16,27,0.5925925925925926
Koordynator Produkcji,BITO Technika Magazynowa Sp. z o.o.,5,5,1.0
Senior Azure Developer,Maxima Europe Sp. z.o.o.,6,23,0.2608695652173913
Journal Outreach Manager – Mathematics and Engineering,De Gruyter Brill Sp z o.o.,6,11,0.5454545454545454
Kierownik Wydziału Produkcji Części Metalowych,PHOENIX CONTACT WIELKOPOLSKA Sp. z o.o.,18,31,0.5806451612903226
Inżynier Elektronik w Dziale Zapewnienia Jakości Dostawców (SQA),Electrolux Poland Sp. z o.o. Oddział Oława,6,16,0.375
Data Engineer (Senior),VirtusLab Sp. z o.o.,15,24,0.625
Architektka Korporacyjna/ Architekt Korporacyjny (Ekspertka/Ekspert),PGE Polska Grupa Energetyczna S.A.,11,14,0.7857142857142857
Rekruter / Rekruterka,E100 International Trade Sp. z o.o.,5,6,0.8333333333333334
Staff Channels Business Manager,HSBC Service Delivery (Polska) Sp. z o.o.,10,24,0.4166666666666667
Specjalista ds. Rekrutacji i procesów People&Culture,Netto Sp. z o.o.,13,22,0.5909090909090909
Senior Engineer – Mobile Android,HSBC Service Delivery (Polska) Sp. z o.o.,7,46,0.15217391304347827
Senior Engineer - Mobile iOS,HSBC Service Delivery (Polska) Sp. z o.o.,5,30,0.16666666666666666
Senior Pricing Analyst,GATES BUSINESS SERVICES EUROPE sp. z o.o.,10,17,0.5882352941176471
Mobile Test Engineer,HSBC Service Delivery (Polska) Sp. z o.o.,8,25,0.32
Exotic Trading Support Analyst,Societe Generale SA Oddzial w Polsce,4,10,0.4
Scrum Master,HSBC Service Delivery (Polska) Sp. z o.o.,15,27,0.5555555555555556
Mid Data Scientist / Data Engineer,Transition Technologies–Systems Sp. z o. o.,20,26,0.7692307692307693
Analityk produkcji (m/k),STOKSON Spółka Jawna Henryk Stokłosa i Wspólnicy,7,13,0.5384615384615384
Administrator Aplikacji i Rozwiązań Kontenerowych,Transition Technologies–Systems Sp. z o. o.,13,26,0.5
Brand Manager (Home Care Solutions),Sarantis Polska S.A.,4,9,0.4444444444444444
Manager Strategii Marketingowej,Symfonia sp. z o.o.,8,18,0.4444444444444444
Senior Android Developer (DIVA),HSBC Service Delivery (Polska) Sp. z o.o.,4,22,0.18181818181818182
Exploratory Tester,HSBC Service Delivery (Polska) Sp. z o.o.,11,26,0.4230769230769231
Lider(-ka) zespołu analityków w obszarze Consumer Finance,Santander Bank Polska,11,15,0.7333333333333333
Starszy Specjalista ds. IT,Jungheinrich Polska Sp. z o.o.,12,20,0.6
Młodszy specjalista ds. rekrutacji,Work Develops P.S.A.,4,5,0.8
"Assoc Specialist, Medical Marketing",Ansell Services Poland Sp. z o.o.,17,33,0.5151515151515151
Programista Baz Danych,LUX MED Sp. z o.o.,14,21,0.6666666666666666
Specjalista ds. Ciągłego Doskonalenia,Tyco Electronics Polska Sp. z o.o.,8,13,0.6153846153846154
Specjalista_ka ds. fakturowania,ALAB laboratoria Sp z o.o.,3,7,0.42857142857142855
IT Business Partner,QEMETICA Global Solutions Sp. z o.o.,12,17,0.7058823529411765
Business Analyst,ITDS Polska Sp. z o.o.,12,22,0.5454545454545454
Ekspert ds. Analiz Finansowych,Smartney Grupa Oney S.A.,9,17,0.5294117647058824
Fullstack Developer (Java + React),LANCESOFT POLAND SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,11,19,0.5789473684210527
Senior Quantitative Risk Model Analyst,ITDS Polska Sp. z o.o.,8,12,0.6666666666666666
Specjalista ds. personalnych – Rekrutacja i Onboarding,MORAJ SP. Z O.O. SPÓŁKA KOMANDYTOWA,6,13,0.46153846153846156
Technical Lead Mobile (m/f/d),Westwing.pl,6,15,0.4
Senior Data Sales Manager (obszar danych),JUSTTAG sp. z o.o.,9,13,0.6923076923076923
Scrum Master,Connectis_,11,17,0.6470588235294118
"Programista Systemów Teletechnicznych Bezpieczeństwo CCTV, SKD, SSW",Honeywell,6,22,0.2727272727272727
IT Project Manager,PPG,9,9,1.0
Dyrektorka / Dyrektor Biura Prawnego ds. Konsumenckich Postępowań Sądowych,BNP Paribas Polska S.A.,5,10,0.5
Specjalista ds. zarządzania ryzykiem modeli,ALIOR BANK,12,17,0.7058823529411765
Analityk Biznesowy,Unisoft Sp. z o.o.,11,15,0.7333333333333333
Staż w Dziale Personalnym,Lear Corporation Poland II Sp. z o.o. Oddział Tychy,4,5,0.8
Analityk(-czka) danych (master) – do zespołu cenowego (kredyt gotówkowy),Santander Bank Polska,15,23,0.6521739130434783
Expert DevOps Engineer (Kondor+),ING Bank Śląski S.A.,10,22,0.45454545454545453
Recruiting Coordinator - język niemiecki,Oviva,6,8,0.75
Business - System Analyst,Scalo Sp. z o.o.,16,33,0.48484848484848486
Fullstack Java Developer,ASCENDION ENGINEERING SOLUTIONS POLAND SP. Z O.O.,12,28,0.42857142857142855
Power BI Developer,Connectis_,8,12,0.6666666666666666
Software Engineer,SIX Global Services,6,21,0.2857142857142857
Coffee Away-from-Home Marketing Lead,Coca-Cola HBC Polska Sp. z o.o.,7,16,0.4375
Senior Python Developer,Primaris Services,4,12,0.3333333333333333
Senior Architect,SIX Global Services,6,13,0.46153846153846156
Procure to Pay (P2P) Project Leader,METRO Global Solution Center sp. z o.o.,4,9,0.4444444444444444
DevOps Hadoop Engineer (Hurtownia Danych),BCF Software Sp. z o.o.,13,31,0.41935483870967744
IT Business Analyst (US),Primaris Services,2,5,0.4
Inżynier Jakości (obszar lakierni),Weber-Stephen Products Sp. z o.o.,12,17,0.7058823529411765
Analityk Hurtowni Danych,BCF Software Sp. z o.o.,20,31,0.6451612903225806
Projektant (Hurtownia Danych),BCF Software Sp. z o.o.,21,36,0.5833333333333334
Specjalista ds. Zarządzania Cenami i Przychodem,CCC S.A.,15,19,0.7894736842105263
Middle Fullstack Developer (MS SQL / T-SQL​),Business Support Solution Spółka Akcyjna (BSS),10,19,0.5263157894736842
Summer Internship in Business Digitalization team,Skanska Property Poland Sp. z o.o.,4,10,0.4
Programista BigData (Hurtownia Danych),BCF Software Sp. z o.o.,21,37,0.5675675675675675
Architekt (Hurtownia Danych),BCF Software Sp. z o.o.,28,48,0.5833333333333334
Scrum Master,BCF Software Sp. z o.o.,29,59,0.4915254237288136
Unix/Linux Shell Scripting Specialist,speedapp,15,36,0.4166666666666667
Specjalista ds. raportowania (F/M),PEOPLEVIBE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,11,19,0.5789473684210527
"Full Stack Engineer Team Lead, AVP",STATE STREET BANK INTERNATIONAL GMBH,10,27,0.37037037037037035
"Senior Software Engineer- Team Leader, AVP",STATE STREET BANK INTERNATIONAL GMBH,11,28,0.39285714285714285
"Automation Engineer Team Lead, AVP",STATE STREET BANK INTERNATIONAL GMBH,12,27,0.4444444444444444
Lider Zmiany (Brygadzista),OmegaOne Sp. z o.o.,4,8,0.5
Senior Cloud Native Software Engineer,STATE STREET BANK INTERNATIONAL GMBH,20,40,0.5
Senior Production Engineer,HSBC Service Delivery (Polska) Sp. z o.o.,13,20,0.65
Specjalista ds. Marketingu,Polkomtel Sp. z o.o.,11,15,0.7333333333333333
Senior IT Business Analyst,Primaris Services,1,1,1.0
Senior SQL Developer,PLAY (P4 Sp. z o.o.),16,24,0.6666666666666666
IT Solution Architect,UPVANTA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,11,31,0.3548387096774194
Administrator Systemów IT,RTV EURO AGD,11,21,0.5238095238095238
Expert ds. zarządzania projektami HR/IT (K/M/NB),Brose Sitech,16,17,0.9411764705882353
